sales_ratio_mean,sell_price_mean,sales_ratio_relative_std,release_week,Sociability,Regionality,Seasonality,%trend_slope,price_elasticity,cluster,item
2.7609992542878445,11.043445234899329,0.29010706759774746,131,0.0,0.4008987646920009,0.15028662608592872,0.0,-0.33062532218620744,5,ACCESORIES_1_001
1.8557930714865023,5.275789635036497,0.5829637725849008,6,0.0,0.3664121353317956,0.1274488125745018,0.0,-0.05917696017864146,4,ACCESORIES_1_002
1.2528944911297852,3.94377908496732,0.5650780870637806,161,0.0,0.17819964165603697,0.10430872745628395,0.0,0.0290345340804005,0,ACCESORIES_1_003
14.145768618080446,5.981574097968936,0.22863200929738997,1,1.0,0.3158938011804622,0.030595900862240594,0.0,0.3087007481251917,4,ACCESORIES_1_004
5.570843776106934,3.832409523809524,0.4223196821416439,14,0.0,0.2122425849402365,0.09725575132830558,0.0,-0.3691755560029056,1,ACCESORIES_1_005
6.015050505050505,1.3342922727272728,0.3160260955393109,60,0.0,0.272323630134044,0.03220678817217898,-0.3007575641270581,0.10086938393411705,0,ACCESORIES_1_006
1.5176929392446632,10.482059770114942,0.3464054354152886,77,0.0,0.1365115412752627,0.12152564200683888,0.0,-0.5434214133850106,1,ACCESORIES_1_007
32.47279968140183,0.6328058960573476,0.46292726805377366,1,11.0,0.2155522153015339,0.060438019102432655,0.0,-0.047039695315952444,3,ACCESORIES_1_008
5.897052966945441,2.289382867383513,0.3243451063737967,1,1.0,0.21202481770147052,0.011352284790403927,-0.23310435272534,-0.28214438551821935,1,ACCESORIES_1_009
4.189605734767025,3.9563924731182794,0.2643591095922798,1,1.0,0.06459880128352669,0.027270671746887742,0.0,-0.023633878174549868,0,ACCESORIES_1_010
0.7087950600801067,4.6284,0.4538194930535342,66,0.0,0.32995017530909765,0.11755952380952381,0.0,0.0,4,ACCESORIES_1_011
2.627837514934289,8.60581982078853,0.46476639296659816,1,5.0,0.0695115043743319,0.07463671678684439,-0.48918433531679495,-0.5511373485671595,1,ACCESORIES_1_012
2.06773604590506,2.6201000000000003,0.41060440916771557,67,0.0,0.1617195496417605,0.09686254980079675,0.0,0.0,0,ACCESORIES_1_013
15.287295081967212,1.3341099180327867,0.4100486597148415,36,0.0,0.07501847853373927,0.06034235023297524,0.45893407480802706,0.26944270477413235,0,ACCESORIES_1_014
30.33456790123457,0.9416887295898049,0.28093373644869046,1,1.0,0.3906072388999439,0.03588755322861506,0.0,-0.0656366943910113,4,ACCESORIES_1_015
21.818080446037435,0.943718422939068,0.26397001069436765,1,1.0,0.2324170453514507,0.013530047711220877,0.0,0.01971456283529263,0,ACCESORIES_1_016
5.930867042157365,2.581633285543608,0.40860089312529424,1,1.0,0.04985407285289023,0.06122252251304863,0.0,0.07991702354892191,0,ACCESORIES_1_017
0.5891141141141141,15.719905045045046,0.8115335376684467,58,0.0,0.04584922817298315,0.13134057971014493,0.0,0.7477834531019236,5,ACCESORIES_1_018
29.471937155814707,0.6324242630385487,0.5818513884483782,35,0.0,0.4011877542921186,0.046771736737838465,0.0,-0.6437319003084514,1,ACCESORIES_1_019
1.65531660692951,16.172571712465153,0.40445735278364464,1,1.0,0.2659715811337475,0.023474620864060852,0.0,-0.19491609821646944,5,ACCESORIES_1_020
2.4926231176231175,15.709723447293449,0.6517901777275256,7,0.0,0.30393724719351306,0.09920383713292175,0.0,0.41284257852546324,5,ACCESORIES_1_021
2.6369175627240145,9.496576594982079,0.3738240659820339,1,1.0,0.08379839373151099,0.09044823853530598,0.0,-0.4971101307870118,1,ACCESORIES_1_022
7.457706093189963,4.570480645161291,0.5467860404218875,1,1.0,0.4524400309506741,0.13329068981632472,-0.41507001334784804,-0.11552095239175923,4,ACCESORIES_1_023
1.8733604336043361,11.807714048780488,0.305761737104031,75,0.0,0.30322704248168264,0.045733553502004975,0.0,0.08920263701343334,5,ACCESORIES_1_024
3.2992831541218637,5.137607264038232,0.44893403407693716,1,1.0,0.08239200631591675,0.0733108308166045,0.0,-0.022714063735565487,0,ACCESORIES_1_025
2.437693389592124,23.856206258790436,0.2694796715823405,122,0.0,0.23286098973222907,0.11208860825301195,0.0,0.011329571003931792,5,ACCESORIES_1_026
1.744871794871795,26.559508888888892,0.4117190402444252,163,0.0,0.23230636842163557,0.08336575970044219,0.0,-0.09021595380866412,5,ACCESORIES_1_027
2.928673835125448,10.21162559139785,0.318360012692483,1,1.0,0.1872710871283756,0.026045528730535172,-0.24640322359312733,-0.6265601985342899,1,ACCESORIES_1_028
6.5539625647152535,11.221694117881322,0.26742756370733317,1,1.0,0.34420481540846926,0.03736252875936258,0.0,0.050885969061750545,4,ACCESORIES_1_029
14.92440476190476,0.9540530198019803,0.3368654211518724,78,0.0,0.24890082371328248,0.05934256238054511,0.0,-0.540080750830578,1,ACCESORIES_1_030
2.189336917562724,14.602071191756275,0.33006108189792105,1,1.0,0.027589638693443608,0.053071364046973796,0.0,0.11804358638638845,5,ACCESORIES_1_031
22.750179211469536,0.7441087813620071,0.46570075664081256,1,5.0,0.2947918343827061,0.11250372005605552,0.0,-0.08083374195386525,4,ACCESORIES_1_032
1.9064880952380954,21.3632485,0.3466917535641012,140,0.0,0.2223926158357179,0.12091488818781404,0.0,0.14704800169190235,5,ACCESORIES_1_033
3.2832337714058144,6.38293298088411,0.40122825591694855,1,1.0,0.41915600888315974,0.15686399525881878,0.0,0.06725061961798513,4,ACCESORIES_1_034
1.2002918287937745,2.685073346303502,0.3738085150805699,23,0.0,0.22866241784381613,0.023124500091072475,0.0,-0.1020125070709089,0,ACCESORIES_1_035
3.8152528872958977,1.4130124452409403,0.34370139985983705,1,1.0,0.033698011156299,0.059450060575739316,0.0,-0.47205331431744557,1,ACCESORIES_1_036
6.391049783549784,17.18283438636364,0.3094575361129577,60,0.0,0.5033129618360191,0.07270202636040335,0.0,0.3192466682306077,5,ACCESORIES_1_037
2.1268817204301076,4.264008602150538,0.28259372055702997,1,1.0,0.02977123600146442,0.03443847686922155,0.0,-0.15534391245157048,0,ACCESORIES_1_038
0.8114207832665777,7.8192253738317765,0.40801606787403805,66,0.0,0.23633305298570226,0.06132725178946419,0.0,0.057939744807589275,0,ACCESORIES_1_039
7.554380341880342,17.207777297008548,0.45377334874455383,72,0.0,0.38788930041522296,0.10255072723751713,0.0,-0.2288522541097028,5,ACCESORIES_1_040
2.4243456924754634,5.275006823579304,0.36671084171901447,18,0.0,0.08132826604360449,0.04264568288762008,-0.28153543393067804,-0.48234004515205225,1,ACCESORIES_1_041
3.069684499314129,10.153526502057613,0.49008832311045025,37,0.0,0.18088206083005873,0.028726750966499126,0.0,-0.44821092778320765,1,ACCESORIES_1_042
18.553902827558744,0.9422202528872958,0.3366474411160485,1,1.0,0.2526865132809669,0.015042752875938425,0.0,0.16685762985427424,0,ACCESORIES_1_043
4.032218239745121,1.9692421744324968,0.45157798710365,1,1.0,0.20445913637965907,0.06637108692731428,-0.41581317382886723,0.27396257678302904,0,ACCESORIES_1_044
1.1593085106382979,14.0714,0.396951341772027,186,0.0,0.28078541374474053,0.17723004694835678,0.0,-0.256290250676582,5,ACCESORIES_1_045
3.0873659373659375,25.147568108108107,0.26410118587236553,206,0.0,0.33207792113156376,0.0756524538841836,0.0,-0.2678692487325663,5,ACCESORIES_1_046
5.387415372361609,2.289319836718439,0.37292018138404126,1,1.0,0.16577764084326896,0.022214430006792435,0.0,-0.2996890492655175,1,ACCESORIES_1_047
27.678341013824884,0.6244627319792911,0.6126965062663591,1,10.0,0.27777051774599804,0.02489108302562315,0.6157268718927128,-0.13466687240200612,3,ACCESORIES_1_048
1.8874031746031747,10.706204444444444,0.6189653285960637,30,0.0,0.20556268825984253,0.03138078904683306,0.0,-0.5173521205225418,1,ACCESORIES_1_049
3.1556152927120666,13.780833136200718,0.2838859930881864,1,1.0,0.20036245234660388,0.012757304059455327,0.0,0.021670845542803643,5,ACCESORIES_1_050
1.5980426526438796,7.953399999999999,0.32591675305515316,117,0.0,0.23078639152258787,0.12334613743064446,0.0,-0.27926858231862,1,ACCESORIES_1_051
0.42329982363315694,7.8189222222222226,0.6430513353204202,55,0.0,0.3423729089536169,0.029187697633962617,0.0,0.10441652671781783,4,ACCESORIES_1_052
1.990001935733643,5.279289024390244,0.4793064366566081,116,0.0,0.48186453168421894,0.157006835077335,0.0,-0.22336621265409293,4,ACCESORIES_1_053
0.5372612681436211,3.9486846524064174,0.7605443006082502,93,0.0,0.1763979978509706,0.1573276310370219,0.0,-0.08873035054276962,0,ACCESORIES_1_054
7.438092393468737,11.231911176821985,0.29871942212730057,1,1.0,0.31788930120370074,0.06938679665934352,0.0,0.40402176404050144,4,ACCESORIES_1_055
12.789630881938573,1.2502,0.27054788984189543,111,0.0,0.16645126548196013,0.10935139067659075,0.0,0.0,0,ACCESORIES_1_056
4.451869918699187,6.428117073170731,0.3259991612347341,75,0.0,0.08624791039151869,0.18269901031240107,0.0,-0.03937137680930856,0,ACCESORIES_1_057
1.8432497013142173,11.186057956989247,0.4856045150416033,1,1.0,0.053087240464430474,0.08701367817638736,-0.40464753091041744,-0.5353554720754532,1,ACCESORIES_1_058
1.6798338779956428,39.485187053376904,0.3398905045618406,76,0.0,0.11966618978866311,0.115664598680392,0.34084531551718744,-0.4634061218489266,5,ACCESORIES_1_060
2.486499402628435,3.7162631182795702,0.27023584340485046,1,1.0,0.021899175151926797,0.031919120659519046,0.0,-0.2668038209553238,1,ACCESORIES_1_061
0.7435897435897436,1.2901,0.580102806203959,124,0.0,0.06824925816023741,0.11916583912611714,0.0,0.0,0,ACCESORIES_1_062
1.8839506172839509,7.105171445639187,0.36038207820152507,1,1.0,0.20033641864700613,0.029893466279486525,0.0,-0.33926012616024176,1,ACCESORIES_1_063
7.2138490641178805,17.141607938072482,0.3138298040463559,1,1.0,0.34426035370011143,0.03706364862525158,0.0,0.2648590059707823,5,ACCESORIES_1_064
0.6612019730010384,6.490399999999999,0.45476774094235684,66,0.0,0.33644133644133645,0.055949566587864485,0.0,0.07587836138673307,4,ACCESORIES_1_065
2.0029654654654654,1.6613766891891892,0.5962740022646411,132,0.0,0.32368198817710225,0.1772486772486772,0.0,0.05257121194623435,4,ACCESORIES_1_066
23.467741935483872,0.7352421146953405,0.46100233480633024,1,5.0,0.2786384980414962,0.09445541492789727,0.0,-0.16278122725881558,1,ACCESORIES_1_067
3.5080246913580244,9.27565649741139,0.4029785479479262,1,1.0,0.2399746894912715,0.06299747893232929,0.0,0.5399268217630705,0,ACCESORIES_1_068
1.591794457896153,17.98143951977401,0.37821911525930646,44,0.0,0.4553325728747861,0.0014688709744035966,0.0,0.2162861454569495,5,ACCESORIES_1_069
